,dates,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
889,1994-10-16,rift,horn,foam,fee,split-open-and-melt,the-man-who-stepped-into-yesterday,avenu-malkenu,axilla,possum,the-landlady,poor-heart,julius,fluffhead,big-ball-jam,run-like-an-antelope,dog-faced-boy,sweet-adeline,sample-in-a-jar,highway-to-hell,harpua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,1994-10-18,simple,my-friend-my-friend,i-didnt-know,poor-heart,stash,tela,its-ice,guyute,divided-sky,amazing-grace,david-bowie,the-horse,silent-in-the-morning,reba,scent-of-a-mule,lifeboy,the-old-home-place,beaumont-rag,nellie-kane,llama,my-sweet-one,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,1994-10-20,runaway-jim,golden-lady,poor-heart,guelah-papyrus,split-open-and-melt,kung,esther,julius,guyute,golgi-apparatus,lengthwise,maze,mcgrupp-and-the-watchful-hosemasters,rift,harry-hood,nellie-kane,foreplaylong-time,chalk-dust-torture,sample-in-a-jar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,1994-10-21,fee,down-with-disease,foam,the-mango-song,the-old-home-place,stash,the-lizards,dog-faced-boy,run-like-an-antelope,also-sprach-zarathustra,mikes-song,simple,i-am-hydrogen,weekapaug-groove,sleeping-monkey,the-curtain,fast-enough-for-you,scent-of-a-mule,slave-to-the-traffic-light,sweet-adeline,foreplaylong-time,cavern,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,1994-10-22,suzy-greenberg,divided-sky,gumbo,axilla-part-ii,rift,split-open-and-melt,fluffhead,julius,peaches-en-regalia,david-bowie,the-horse,silent-in-the-morning,dinner-and-a-movie,tweezer,wilson,reba,amazing-grace,acdc-bag,highway-to-hell,uncle-pen,tweezer-reprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,1994-10-23,chalk-dust-torture,my-friend-my-friend,sparkle,simple,poor-heart,stash,catapult,tela,maze,sample-in-a-jar,runaway-jim,bouncing-around-the-room,halleys-comet,you-enjoy-myself,the-vibration-of-life,down-with-disease,purple-rain,hold-your-head-up,harry-hood,fee,good-times-bad-times,the-squirming-coil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,1994-10-25,fee,llama,horn,julius,the-horse,silent-in-the-morning,split-open-and-melt,the-lizards,sample-in-a-jar,mikes-song,simple,the-mango-song,weekapaug-groove,yerushalayim-shel-zahav,glide,axilla-part-ii,jesus-just-left-chicago,big-ball-jam,hold-your-head-up,if-i-only-had-a-brain,possum,foreplaylong-time,golgi-apparatus,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,1994-10-26,simple,its-ice,nicu,run-like-an-antelope,guyute,dog-faced-boy,scent-of-a-mule,the-oh-kee-pa-ceremony,suzy-greenberg,runaway-jim,rift,bouncing-around-the-room,reba,axilla-part-ii,you-enjoy-myself,the-vibration-of-life,hold-your-head-up,cracklin-rosie,david-bowie,nellie-kane,beaumont-rag,foreplaylong-time,amazing-grace,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,1994-10-27,wilson,sparkle,maze,colonel-forbins-ascent,fly-famous-mockingbird,the-vibration-of-life,divided-sky,the-horse,silent-in-the-morning,poor-heart,cavern,julius,ya-mar,tweezer,contact,big-black-furry-creature-from-mars,down-with-disease,sweet-adeline,slave-to-the-traffic-light,icculus,tweezer-reprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,1994-10-28,i-didnt-know,llama,guelah-papyrus,scent-of-a-mule,stash,glide,axilla-part-ii,all-things-reconsidered,sample-in-a-jar,carolina,also-sprach-zarathustra,david-bowie,manteca,the-lizards,peaches-en-regalia,rift,lifeboy,chalk-dust-torture,the-old-home-place,nellie-kane,foreplaylong-time,fee,highway-to-hell,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,1994-10-29,my-friend-my-friend,sparkle,simple,runaway-jim,foam,lawn-boy,split-open-and-melt,buffalo-bill,makisupa-policeman,rift,down-with-disease,the-man-who-stepped-into-yesterday,avenu-malkenu,sparks,uncle-pen,you-enjoy-myself,hold-your-head-up,bike,run-like-an-antelope,sleeping-monkey,harry-hood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,1994-10-31,frankenstein,sparkle,simple,divided-sky,harpua,the-vibration-of-life,julius,the-horse,silent-in-the-morning,reba,golgi-apparatus,back-in-the-ussr,dear-prudence,glass-onion,ob-la-di-ob-la-da,wild-honey-pie,the-continuing-story-of-bungalow-bill,while-my-guitar-gently-weeps,happiness-is-a-warm-gun,martha-my-dear,im-so-tired,blackbird,piggies,rocky-raccoon,dont-pass-me-by,why-dont-we-do-it-in-the-road,i-will,julia,birthday,yer-blues,mother-natures-son,everybodys-got-something-to-hide-except-me-and-my-monkey,sexy-sadie,helter-skelter,long-long-long,revolution-1,honey-pie,savoy-truffle,cry-baby-cry,revolution-9,david-bowie,bouncing-around-the-room,slave-to-the-traffic-light,rift,sleeping-monkey,poor-heart,run-like-an-antelope,amazing-grace,costume-contest,the-squirming-coil
901,1994-11-02,suzy-greenberg,foam,if-i-could,maze,guyute,stash,scent-of-a-mule,while-my-guitar-gently-weeps,halleys-comet,tweezer,the-mango-song,axilla-part-ii,possum,the-lizards,sample-in-a-jar,the-old-home-place,foreplaylong-time,tweezer-reprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,1994-11-03,fee,divided-sky,wilson,peaches-en-regalia,glide,split-open-and-melt,dog-faced-boy,sparkle,down-with-disease,also-sprach-zarathustra,simple,poor-heart,julius,you-enjoy-myself,the-vibration-of-life,big-black-furry-creature-from-mars,harry-hood,cavern,my-sweet-one,nellie-kane,amazing-grace,highway-to-hell,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,1994-11-04,sample-in-a-jar,its-ice,bouncing-around-the-room,david-bowie,colonel-forbins-ascent,fly-famous-mockingbird,the-vibration-of-life,scent-of-a-mule,suzy-greenberg,chalk-dust-torture,the-curtain,mikes-song,simple,tela,weekapaug-groove,ya-mar,golgi-apparatus,slave-to-the-traffic-light,loving-cup,rocky-top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,1994-11-12,runaway-jim,foam,if-i-could,maze,guyute,stash,esther,chalk-dust-torture,julius,fluffhead,down-with-disease,have-mercy,lifeboy,rift,the-old-home-place,nellie-kane,foreplaylong-time,harry-hood,golgi-apparatus,sample-in-a-jar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,1994-11-13,wilson,sparkle,simple,reba,axilla-part-ii,its-ice,the-vibration-of-life,the-horse,silent-in-the-morning,run-like-an-antelope,suzy-greenberg,divided-sky,the-lizards,tweezer,the-mango-song,big-black-furry-creature-from-mars,amazing-grace,the-squirming-coil,funky-bitch,tweezer-reprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,1994-11-14,my-friend-my-friend,scent-of-a-mule,guelah-papyrus,split-open-and-melt,bouncing-around-the-room,the-landlady,maze,lawn-boy,cavern,peaches-en-regalia,david-bowie,yerushalayim-shel-zahav,slave-to-the-traffic-light,poor-heart,julius,the-old-home-place,nellie-kane,sweet-adeline,you-enjoy-myself,golgi-apparatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,1994-11-16,sample-in-a-jar,foam,fast-enough-for-you,reba,axilla-part-ii,the-lizards,stash,pig-in-a-pen,tennessee-waltz,foggy-mountain-breakdown,swing-low-sweet-chariot,mikes-song,simple,im-blue-im-lonesome,my-long-journey-home,chalk-dust-torture,fee,run-like-an-antelope,amazing-grace,suzy-greenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,1994-11-17,helter-skelter,scent-of-a-mule,maze,bouncing-around-the-room,wilson,divided-sky,dog-faced-boy,colonel-forbins-ascent,fly-famous-mockingbird,the-vibration-of-life,down-with-disease,also-sprach-zarathustra,david-bowie,sleeping-monkey,sparkle,you-enjoy-myself,hold-your-head-up,love-you,slave-to-the-traffic-light,golgi-apparatus,im-blue-im-lonesome,nellie-kane,my-long-journey-home,to-france,fixin-to-die,,,,,,,,,,,,,,,,,,,,,,,,,
909,1994-11-18,rift,acdc-bag,julius,the-horse,silent-in-the-morning,its-ice,tela,split-open-and-melt,little-tiny-butter-biscuits,the-old-home-place,my-long-journey-home,llama,bathtub-gin,lifeboy,poor-heart,tweezer,contact,possum,roll-in-my-sweet-babys-arms,runaway-jim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,1994-11-19,golgi-apparatus,down-with-disease,guyute,paul-and-silas,axilla-part-ii,the-man-who-stepped-into-yesterday,avenu-malkenu,run-like-an-antelope,im-blue-im-lonesome,little-tiny-butter-biscuits,my-long-journey-home,suzy-greenberg,sparkle,you-enjoy-myself,the-vibration-of-life,hold-your-head-up,cracklin-rosie,harry-hood,amazing-grace,good-times-bad-times,the-squirming-coil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,1994-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,1994-11-20,chalk-dust-torture,fee,scent-of-a-mule,stash,if-i-could,little-tiny-butter-biscuits,my-long-journey-home,dooley,divided-sky,sample-in-a-jar,also-sprach-zarathustra,david-bowie,glide,axilla-part-ii,reba,simple,rift,hold-your-head-up,terrapin,julius,cavern,icculus,fire,/setlists/jump.php?d=6/17/94,,,,,,,,,,,,,,,,,,,,,,,,,,
913,1994-11-22,buried-alive,poor-heart,horn,foam,guyute,i-didnt-know,bouncing-around-the-room,down-with-disease,sweet-adeline,funky-bitch,jam,yerushalayim-shel-zahav,cry-baby-cry,the-curtain,blackbird,runaway-jim,big-black-furry-creature-from-mars,im-blue-im-lonesome,little-tiny-butter-biscuits,my-long-journey-home,harry-hood,highway-to-hell,the-lizards,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,1994-11-23,wilson,sparkle,simple,its-ice,if-i-could,the-oh-kee-pa-ceremony,suzy-greenberg,divided-sky,amazing-grace,maze,fee,scent-of-a-mule,tweezer,lifeboy,you-enjoy-myself,the-vibration-of-life,tweezer-reprise,sample-in-a-jar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,1994-11-25,llama,guelah-papyrus,reba,bouncing-around-the-room,split-open-and-melt,esther,julius,golgi-apparatus,also-sprach-zarathustra,mikes-song,simple,harpua,weekapaug-groove,the-mango-song,purple-rain,hold-your-head-up,run-like-an-antelope,good-times-bad-times,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,1994-11-26,my-friend-my-friend,possum,guyute,if-i-could,foam,the-horse,silent-in-the-morning,poor-heart,cavern,halleys-comet,david-bowie,sweet-adeline,the-lizards,sample-in-a-jar,slave-to-the-traffic-light,rocky-top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,1994-11-28,chalk-dust-torture,also-sprach-zarathustra,scent-of-a-mule,stash,guyute,sparkle,simple,divided-sky,sweet-adeline,suzy-greenberg,nicu,tweezer,digital-delay-loop-jam,sleeping-monkey,julius,fee,tweezer-reprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,1994-11-30,frankenstein,poor-heart,my-friend-my-friend,reba,colonel-forbins-ascent,fly-famous-mockingbird,the-vibration-of-life,down-with-disease,bouncing-around-the-room,im-blue-im-lonesome,my-long-journey-home,halleys-comet,run-like-an-antelope,my-sweet-one,fixin-to-die,ya-mar,mikes-song,catapult,mcgrupp-and-the-watchful-hosemasters,cavern,the-horse,silent-in-the-morning,amazing-grace,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,1994-12-01,sample-in-a-jar,uncle-pen,fast-enough-for-you,maze,guyute,i-didnt-know,split-open-and-melt,sweet-adeline,peaches-en-regalia,mound,tweezer,big-black-furry-creature-from-mars,makisupa-policeman,nicu,jesus-just-left-chicago,harry-hood,golgi-apparatus,sleeping-monkey,tweezer-reprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,1994-12-02,poor-heart,also-sprach-zarathustra,sparkle,simple,its-ice,the-lizards,stash,the-squirming-coil,chalk-dust-torture,david-bowie,buried-alive,julius,the-landlady,gumbo,caravan,suzy-greenberg,cavern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,1994-12-03,wilson,divided-sky,guelah-papyrus,scent-of-a-mule,run-like-an-antelope,guyute,sample-in-a-jar,frankenstein,suzy-greenberg,buried-alive,gumbo,slave-to-the-traffic-light,the-landlady,hold-your-head-up,touch-me,alumni-blues,julius,cavern,golgi-apparatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,1994-12-04,runaway-jim,foam,if-i-could,rift,tweezer,fee,mound,sweet-adeline,possum,maze,bouncing-around-the-room,reba,axilla-part-ii,you-enjoy-myself,hold-your-head-up,purple-rain,good-times-bad-times,sleeping-monkey,rocky-top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,1994-12-06,llama,mound,down-with-disease,fluffhead,jesus-just-left-chicago,sparkle,stash,golgi-apparatus,the-curtain,sample-in-a-jar,also-sprach-zarathustra,poor-heart,mikes-song,simple,the-mango-song,weekapaug-groove,hold-your-head-up,bike,im-blue-im-lonesome,foreplaylong-time,run-like-an-antelope,back-in-the-ussr,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,1994-12-07,peaches-en-regalia,runaway-jim,the-sloth,ya-mar,split-open-and-melt,guyute,lifeboy,chalk-dust-torture,rift,frankenstein,divided-sky,fee,julius,im-blue-im-lonesome,my-long-journey-home,amazing-grace,you-enjoy-myself,cavern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,1994-12-08,makisupa-policeman,maze,acdc-bag,scent-of-a-mule,punch-you-in-the-eye,simple,catapult,the-lizards,while-my-guitar-gently-weeps,possum,my-minds-got-a-mind-of-its-own,axilla-part-ii,reba,nellie-kane,sweet-adeline,david-bowie,golgi-apparatus,the-horse,silent-in-the-morning,rocky-top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,1994-12-09,llama,foam,guyute,sparkle,i-didnt-know,its-ice,if-i-could,run-like-an-antelope,wilson,poor-heart,tweezer,mcgrupp-and-the-watchful-hosemasters,julius,big-ball-jam,hold-your-head-up,cracklin-rosie,you-enjoy-myself,suzy-greenberg,im-blue-im-lonesome,foreplaylong-time,tweezer-reprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,1994-12-10,fee,rift,stash,the-lizards,sample-in-a-jar,divided-sky,lawn-boy,chalk-dust-torture,simple,maze,guyute,also-sprach-zarathustra,mikes-song,i-am-hydrogen,weekapaug-groove,hold-your-head-up,why-dont-we-do-it-in-the-road,poor-heart,slave-to-the-traffic-light,cavern,chalk-dust-torture-reprise,good-times-bad-times,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,1994-12-28,mound,simple,julius,bathtub-gin,bouncing-around-the-room,axilla-part-ii,reba,dog-faced-boy,its-ice,run-like-an-antelope,suzy-greenberg,nicu,mikes-song,the-mango-song,weekapaug-groove,contact,llama,hold-your-head-up,love-you,the-squirming-coil,bold-as-love,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,1994-12-29,runaway-jim,foam,if-i-could,split-open-and-melt,the-horse,silent-in-the-morning,uncle-pen,i-didnt-know,possum,guyute,digital-delay-loop-jam,david-bowie,halleys-comet,the-lizards,hold-your-head-up,cracklin-rosie,good-times-bad-times,my-long-journey-home,sleeping-monkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,1994-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,1994-12-30,wilson,rift,acdc-bag,sparkle,simple,stash,fee,scent-of-a-mule,cavern,sample-in-a-jar,poor-heart,tweezer,im-blue-im-lonesome,you-enjoy-myself,purple-rain,hold-your-head-up,harry-hood,tweezer-reprise,frankenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,1994-12-31,golgi-apparatus,nicu,run-like-an-antelope,glide,mound,peaches-en-regalia,divided-sky,funky-bitch,the-old-home-place,maze,bouncing-around-the-room,mikes-song,buffalo-bill,yerushalayim-shel-zahav,weekapaug-groove,amazing-grace,my-sweet-one,also-sprach-zarathustra,auld-lang-syne,chalk-dust-torture,the-horse,silent-in-the-morning,suzy-greenberg,slave-to-the-traffic-light,simple,,,,,,,,,,,,,,,,,,,,,,,,,
933,1995-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,1995-05-16,dont-you-want-to-go,ha-ha-ha,spocks-brain,strange-design,reba,theme-from-the-bottom,hold-your-head-up,lonesome-cowboy-bill,free,glide-ii,you-enjoy-myself,sweet-adeline,sample-in-a-jar,ill-come-running,gloria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,1995-06-07,possum,weigh,taste,strange-design,stash,if-i-could,scent-of-a-mule,the-wedge,funky-bitch,slave-to-the-traffic-light,ha-ha-ha,maze,spocks-brain,theme-from-the-bottom,hold-your-head-up,lonesome-cowboy-bill,acoustic-army,sample-in-a-jar,harry-hood,suzy-greenberg,while-my-guitar-gently-weeps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,1995-06-08,dont-you-want-to-go,ha-ha-ha,runaway-jim,guelah-papyrus,mound,fast-enough-for-you,reba,prince-caspian,chalk-dust-torture,simple,rift,free,bouncing-around-the-room,tweezer,lifeboy,poor-heart,julius,good-times-bad-times,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,1995-06-09,my-friend-my-friend,divided-sky,strange-design,the-oh-kee-pa-ceremony,acdc-bag,theme-from-the-bottom,taste,sparkle,run-like-an-antelope,split-open-and-melt,the-wedge,scent-of-a-mule,cavern,david-bowie,acoustic-army,sweet-adeline,slave-to-the-traffic-light,the-squirming-coil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,1995-06-10,makisupa-policeman,llama,prince-caspian,its-ice,free,rift,you-enjoy-myself,hold-your-head-up,lonesome-cowboy-bill,suzy-greenberg,maze,fee,uncle-pen,mikes-song,i-am-hydrogen,weekapaug-groove,amazing-grace,sample-in-a-jar,a-day-in-the-life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,1995-06-13,runaway-jim,foam,bouncing-around-the-room,stash,strange-design,taste,reba,hold-your-head-up,terrapin,sparkle,chalk-dust-torture,david-bowie,the-lizards,axilla-part-ii,theme-from-the-bottom,acoustic-army,harry-hood,golgi-apparatus,sweet-adeline,julius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,1995-06-14,dont-you-want-to-go,gumbo,nicu,mound,cavern,possum,all-things-reconsidered,amazing-grace,the-horse,silent-in-the-morning,spocks-brain,split-open-and-melt,also-sprach-zarathustra,poor-heart,tweezer,acoustic-army,while-my-guitar-gently-weeps,simple,rocky-top,tweezer-reprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,1995-06-15,my-friend-my-friend,sparkle,acdc-bag,the-old-home-place,taste,the-wedge,stash,i-didnt-know,fluffhead,run-like-an-antelope,my-sweet-one,ha-ha-ha,david-bowie,strange-design,theme-from-the-bottom,scent-of-a-mule,acoustic-army,slave-to-the-traffic-light,bouncing-around-the-room,frankenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,1995-06-16,halleys-comet,down-with-disease,esther,ya-mar,cry-baby-cry,its-ice,my-minds-got-a-mind-of-its-own,dog-faced-boy,catapult,split-open-and-melt,runaway-jim,free,carolina,you-enjoy-myself,the-squirming-coil,bold-as-love,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,1995-06-17,divided-sky,suzy-greenberg,taste,fee,uncle-pen,julius,lawn-boy,the-curtain,stash,wilson,maze,mound,tweezer,johnny-b-goode,mcgrupp-and-the-watchful-hosemasters,acoustic-army,sweet-adeline,harry-hood,sample-in-a-jar,three-little-birds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,1995-06-19,theme-from-the-bottom,poor-heart,acdc-bag,tela,punch-you-in-the-eye,reba,strange-design,rift,cavern,run-like-an-antelope,simple,david-bowie,the-mango-song,loving-cup,sparkle,you-enjoy-myself,acoustic-army,possum,a-day-in-the-life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,1995-06-20,llama,spocks-brain,ginseng-sullivan,foam,bathtub-gin,if-i-could,taste,i-didnt-know,split-open-and-melt,halleys-comet,chalk-dust-torture,prince-caspian,uncle-pen,mikes-song,contact,weekapaug-groove,hold-your-head-up,cracklin-rosie,highway-to-hell,slave-to-the-traffic-light,amazing-grace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,1995-06-22,sample-in-a-jar,scent-of-a-mule,ha-ha-ha,divided-sky,guelah-papyrus,its-ice,strange-design,maze,cavern,sweet-adeline,theme-from-the-bottom,jam,tweezer,tweezer-reprise,acoustic-army,while-my-guitar-gently-weeps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,1995-06-23,simple,chalk-dust-torture,prince-caspian,reba,ginseng-sullivan,free,taste,you-enjoy-myself,runaway-jim,the-lizards,the-wedge,run-like-an-antelope,harpua,jam,llama,good-times-bad-times,a-day-in-the-life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,1995-06-24,fee,rift,spocks-brain,julius,glide,mound,stash,the-horse,silent-in-the-morning,the-squirming-coil,also-sprach-zarathustra,halleys-comet,david-bowie,lifeboy,suzy-greenberg,harry-hood,acoustic-army,sweet-adeline,golgi-apparatus,bold-as-love,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,1995-06-25,ya-mar,acdc-bag,taste,theme-from-the-bottom,if-i-could,sparkle,divided-sky,i-didnt-know,split-open-and-melt,maze,sample-in-a-jar,scent-of-a-mule,mikes-song,why-dont-we-do-it-in-the-road,hold-your-head-up,jam,weekapaug-groove,amazing-grace,cavern,bouncing-around-the-room,slave-to-the-traffic-light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,1995-06-26,my-friend-my-friend,dont-you-want-to-go,bathtub-gin,nicu,the-sloth,my-minds-got-a-mind-of-its-own,its-ice,dog-faced-boy,tela,possum,down-with-disease,free,poor-heart,you-enjoy-myself,strange-design,run-like-an-antelope,sleeping-monkey,rocky-top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,1995-06-28,axilla-part-ii,foam,fast-enough-for-you,reba,punch-you-in-the-eye,stash,fluffhead,chalk-dust-torture,sample-in-a-jar,poor-heart,tweezer,daves-energy-guide,gumbo,sparkle,suzy-greenberg,harry-hood,tweezer-reprise,sweet-adeline,while-my-guitar-gently-weeps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,1995-06-29,runaway-jim,taste,the-horse,silent-in-the-morning,divided-sky,cavern,rift,simple,split-open-and-melt,carolina,free,david-bowie,strange-design,you-enjoy-myself,acoustic-army,a-day-in-the-life,theme-from-the-bottom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,1995-06-30,acdc-bag,scent-of-a-mule,horn,taste,the-wedge,the-lizards,mound,fee,run-like-an-antelope,also-sprach-zarathustra,possum,ha-ha-ha,the-man-who-stepped-into-yesterday,avenu-malkenu,mikes-song,contact,weekapaug-groove,amazing-grace,the-squirming-coil,hold-your-head-up,cracklin-rosie,golgi-apparatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,1995-07-01,ya-mar,llama,if-i-could,all-things-reconsidered,its-ice,prince-caspian,split-open-and-melt,bouncing-around-the-room,chalk-dust-torture,wilson,maze,theme-from-the-bottom,uncle-pen,stash,strange-design,acoustic-army,harry-hood,suzy-greenberg,funky-bitch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,1995-07-02,sample-in-a-jar,divided-sky,gumbo,the-curtain,julius,camel-walk,reba,i-didnt-know,rift,while-my-guitar-gently-weeps,runaway-jim,makisupa-policeman,scent-of-a-mule,tweezer,ha-ha-ha,sleeping-monkey,acoustic-army,slave-to-the-traffic-light,halleys-comet,tweezer-reprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,1995-07-03,my-friend-my-friend,poor-heart,run-like-an-antelope,loving-cup,sparkle,its-ice,if-i-could,maze,strange-design,free,cavern,timber-jerry,david-bowie,johnny-b-goode,acdc-bag,the-lizards,big-black-furry-creature-from-mars,a-day-in-the-life,possum,the-squirming-coil,simple,amazing-grace,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,1995-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,1995-09-27,wolfmans-brother,rift,free,its-ice,i-didnt-know,the-fog-that-surrounds,strange-design,chalk-dust-torture,the-squirming-coil,cars-trucks-buses,acdc-bag,david-bowie,billy-breathes,keyboard-army,harry-hood,hello-my-baby,a-day-in-the-life,possum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
